Date,Close,Volume,MFI,RSI,MACD
2023-02-24,0.48380566801619435,0.25542134167946146,0.39908607462510004,0.3594195615571791,0.42304055719067835
2023-02-27,0.4939271255060729,0.31741378292193223,0.3291763470091907,0.4252968650335791,0.4228988211541253
2023-02-28,0.48380566801619435,0.10816404865950159,0.30786029163898354,0.38164437940371054,0.41961162668632124
2023-03-01,0.5040485829959515,0.043662454234085275,0.3282562351388449,0.5056541474542045,0.4265786013454662
2023-03-02,0.4939271255060729,0.09679727176095429,0.3052168261575385,0.4552119116446342,0.42881897474248215
2023-03-03,0.4939271255060729,0.0629325617101689,0.3052168261575385,0.4552119116446341,0.4315576721017587
2023-03-06,0.48380566801619435,0.05978563836069446,0.2886067269988283,0.40160017341798854,0.4304285510814257
2023-03-07,0.47368421052631576,0.06337368607535136,0.2706036509305412,0.35328640087094515,0.42628195550180187
2023-03-08,0.47368421052631576,0.010572221566080075,0.2706036509305412,0.35328640087094515,0.42404552923824906
2023-03-09,0.47368421052631576,0.08081935750561002,0.24459582739567257,0.35328640087094504,0.4233311607153623
2023-03-10,0.47368421052631576,0.04714775008857919,0.24459582739567257,0.35328640087094515,0.42381742852516796
2023-03-13,0.47368421052631576,0.05399196882012519,0.30389719002627813,0.35328640087094515,0.42523882431289567
2023-03-14,0.47368421052631576,0.022823609306720206,0.2926842843600714,0.35328640087094515,0.4273766719831809
2023-03-15,0.47368421052631576,0.039566847761899136,0.34129976348689867,0.35328640087094504,0.4300514794170619
2023-03-16,0.4534412955465587,0.03781593244360458,0.3173973992843791,0.21157486657133243,0.4246624338663248
2023-03-17,0.4534412955465587,0.026068265028935868,0.3007007711744789,0.21157486657133243,0.42147103422523724
2023-03-20,0.46356275303643724,0.023673083736860754,0.3373612514853748,0.38263073799221115,0.4242648390717446
2023-03-21,0.4534412955465587,0.035473012873508916,0.337361251485375,0.30717167572953824,0.4232620026414658
2023-03-24,0.4534412955465587,0.01857741821188142,0.3198811414623183,0.30717167572953824,0.4235230509577169
2023-03-27,0.4534412955465587,0.022127967402858155,0.36528646296768447,0.30717167572953824,0.42477134745639206
2023-03-28,0.4534412955465587,0.015135821424353373,0.36528646296768447,0.30717167572953824,0.4267789033971519
2023-03-29,0.4534412955465587,0.038104995866304475,0.31691795995073646,0.30717167572953824,0.4293584425937824
2023-03-30,0.46356275303643724,0.024627081610960198,0.3791411460178991,0.514366678568323,0.4365837532719071
