Date,Close,Volume,MFI,RSI,MACD
2023-02-24,0.05766650433237506,0.019037393564286444,0.5116946585903525,0.38411817079289085,0.33133860878772864
2023-02-27,0.06290894241725828,0.002472967449544523,0.5356650538023137,0.4574925627211556,0.32613711566172
2023-02-28,0.06290894241725828,0.010423137926631871,0.5356650538023137,0.4574925627211556,0.32117218999029223
2023-03-01,0.05242414489782692,0.04578331629562158,0.365929007564469,0.31060670820800423,0.30962695903659593
2023-03-02,0.05766650433237506,0.02246921429728222,0.2953141206139004,0.39532379397067724,0.3032911079972844
2023-03-03,0.05242414489782692,0.018313326518248633,0.38388648166949507,0.32716417820885346,0.2942867040709094
2023-03-06,0.05242414489782692,0.03498314937460315,0.28561514790873876,0.32716417820885346,0.28670525753413534
2023-03-07,0.04193926872806049,0.037022533480603144,0.20749468645451186,0.20652475588049357,0.27350278022446844
2023-03-08,0.04193926872806049,0.010882427792520945,0.17992656697165985,0.20652475588049357,0.26286909868763647
2023-03-09,0.04718170681294371,0.010124085383357084,0.24854941157845617,0.32014847981459205,0.2577803288273389
2023-03-10,0.03669690929351235,0.018602096452585606,0.2015758448873894,0.2012604287258499,0.24686048332296595
2023-03-13,0.02621203312374592,0.03316484136076619,0.14126063028932515,0.12027638814122352,0.23149652276758712
2023-03-14,0.010484797519431351,0.11267768562465565,0.03688144308928289,0.04098795517033923,0.2094147038965638
2023-03-15,0.010484797519431351,0.02986583765988386,0.016348756082208846,0.04098795517033923,0.19255462172138005
2023-03-16,0.0,0.025682529590349428,0.0,0.0,0.1731555509800549
2023-03-17,0.005242359434548135,0.04113986147611993,0.1561039653936122,0.10382740128900524,0.16222163638128131
2023-03-20,0.01572723560431457,0.02702012563634354,0.252941195812312,0.2781248070867701,0.1614557616548221
2023-03-21,0.020969595038862702,0.0065765852998108856,0.29148560252350947,0.3515072194371477,0.16525383583493372
2023-03-24,0.02621203312374592,0.02629777235846203,0.381634905767493,0.4199967962162079,0.17258442173979255
2023-03-27,0.03145447120862914,0.015089728616243608,0.43754718122320235,0.4834364378594261,0.18259910559532413
2023-03-28,0.04193926872806049,0.00981560711522263,0.47965912591076565,0.588699297364156,0.19801367740811937
2023-03-29,0.04718170681294371,0.02318728315477297,0.5499286058948517,0.632562592996016,0.2140721763690914
2023-03-30,0.04193926872806049,0.03296690113871325,0.43660854672918886,0.54858047809236,0.22362989214012485
2023-03-31,0.03669690929351235,0.036131374039325835,0.33906959946693893,0.4712149978523615,0.22798553304643962
2023-04-03,0.06815130185180641,0.07499620828795418,0.5263177155128754,0.7061676013966238,0.25209361851366624
2023-04-04,0.06815130185180641,0.16184569402897467,0.7228154951287604,0.7061676013966238,0.27093583843121827
2023-04-05,0.06815130185180641,0.04525461881940226,0.7599727754890859,0.7061676013966238,0.28543765405865607
2023-04-06,0.07339366128635455,0.09817235194971119,0.5583083620541834,0.7371889782919017,0.2997846948419185
2023-04-10,0.07339366128635455,0.08538935527185076,0.6440659483379776,0.7371889782919017,0.31043588457883553
2023-04-11,0.08912089689066911,0.24810907106053973,0.784466324556073,0.8172800650342956,0.3283034547854569
2023-04-12,0.12057536809929825,0.18268254415737875,0.8430825790863823,0.8974912628342976,0.361854636644216
2023-04-13,0.11533300866475012,0.11402127985919681,0.8707020981183013,0.8223049335556144,0.3834333664283297
2023-04-14,0.12057536809929825,0.0302694300606931,0.8174038236949247,0.8372227709271887,0.40220823782016124
2023-04-17,0.11533300866475012,0.07089687485807858,0.7100384259296293,0.7568788986558111,0.41175021608544743
2023-04-18,0.12057536809929825,0.04640712790451569,0.6406974573662216,0.779134380906781,0.42077188500917
2023-04-26,0.11533300866475012,0.18027041547738298,0.7350593479652229,0.6950552951407409,0.42246091379443806
2023-04-27,0.1299711730791858,0.12470148300927406,0.7835961952345759,0.7674268710197129,0.4313215743989811
2023-04-28,0.1693896199175367,0.2597986836546791,0.8517008805914005,0.87081537886459,0.4618240513704718
2023-05-02,0.2088081454062227,0.2883037893984588,0.8984345768550586,0.9187503843471104,0.5089348119767901
2023-05-03,0.2144393520974157,0.0791392428058155,0.9089470679251016,0.9238503336385656,0.5465362097993066
2023-05-04,0.2144393520974157,0.07672625724174156,0.9188110117132405,0.9238503336385656,0.5725946420603408
2023-05-05,0.27638270435087364,0.38001866293522213,0.952253788609845,0.964744306683784,0.6296176749254704
2023-05-08,0.30453873780683854,0.1300167349460463,0.9605320213179063,0.97486059748983,0.6882662113245014
2023-05-09,0.30453873780683854,0.1146348088591531,0.9671791214927316,0.97486059748983,0.7291994102591569
2023-05-10,0.34395726329552456,0.10909248264167079,0.9731115222407927,0.9863847867844904,0.7814353762908759
2023-05-11,0.34958846998671755,0.152126057930505,0.9802335234811212,0.9877468513609102,0.8199468289131884
2023-05-12,0.42279423562256147,0.4539549056185032,0.9939675859269111,1.0,0.8912358816142972
2023-05-15,0.4115318222401755,0.13412977852117233,0.9968091303494969,0.9270706538449267,0.9324313659946042
2023-05-16,0.4453190623873334,0.17030485364848388,1.0,0.9436603339095679,0.9788926373156901
2023-05-17,0.4059006155489825,0.10910790655507752,0.8922297664727403,0.7290641838367494,0.9813166981104292
2023-05-19,0.4171630289313685,0.09004394958436837,0.9029109848569816,0.7464989719504727,0.9821879835754692
2023-05-22,0.4453190623873334,0.18780585406064512,0.9220127964513634,0.7868211737182232,0.9928250904314087
2023-05-23,0.45658155442005444,0.07271432598783739,0.9291407383451235,0.801682100513655,1.0
2023-05-24,0.45658155442005444,0.07116079515414916,0.9360747470255132,0.801682100513655,0.9970523370170682
